ID,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer
247,Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,0,0.05,0,0.01,0.06,Big Huge Games
248,Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,0.01,0.04,0,0.01,0.06,Gas Powered Games
249,Age of Empires: Collector's Edition,PC,2000,Strategy,Ubisoft,0.02,0.1,0,0.02,0.14,Ensemble Studios
250,Age of Empires: Mythologies,DS,2008,Strategy,THQ,0.16,0.03,0,0.02,0.21,Griptonite Games
251,Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,0.18,0.02,0,0.02,0.22,Backbone Entertainment
252,Age of Mythology,PC,2002,Strategy,Microsoft Game Studios,0.02,0.06,0,0.01,0.09,Ensemble Studios
253,Age of Mythology: The Titans,PC,2003,Strategy,Microsoft Game Studios,0.02,0.02,0,0,0.04,Ensemble Studios
254,Aggressive Inline,PS2,2002,Sports,Acclaim Entertainment,0.17,0.13,0,0.04,0.35,"Z-Axis, Ltd."
255,Aggressive Inline,XB,2002,Sports,Acclaim Entertainment,0.05,0.01,0,0,0.06,"Z-Axis, Ltd."
256,Aggressive Inline,GC,2002,Sports,Acclaim Entertainment,0.04,0.01,0,0,0.06,"Z-Axis, Ltd."
257,Agile Warrior F-111X,PS,1995,Simulation,Virgin Interactive,0.08,0.05,0,0.01,0.14,
258,Aibou DS,DS,2009,Adventure,Tecmo Koei,0,0,0.08,0,0.08,
259,Aidyn Chronicles: The First Mage,N64,2001,Role-Playing,THQ,0.08,0.02,0,0,0.1,
260,Aikatsu Stars! My Special Appeal,3DS,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01,
261,Aikatsu! 2-nin no My Princess,3DS,2013,Action,Namco Bandai Games,0,0,0.26,0,0.26,
262,Aikatsu! 365 Idol Days,3DS,2014,Adventure,Namco Bandai Games,0,0,0.13,0,0.13,
263,Aikatsu! Cinderella Lesson,3DS,2012,Role-Playing,Namco Bandai Games,0,0,0.2,0,0.2,
264,Aikatsu! My No.1 Stage!,3DS,2015,Misc,Namco Bandai Games,0,0,0.08,0,0.08,
265,Ailu de Puzzle,PSP,2012,Action,Capcom,0,0,0.04,0,0.04,
266,AIR,PSP,2007,Adventure,Prototype,0,0,0.02,0,0.02,
267,Air Combat,PS,1995,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83,
268,Air Conflicts: Aces of World War II,PSP,2009,Simulation,Graffiti,0.05,0,0,0,0.05,Cowboy Rodeo
269,Air Conflicts: Secret Wars,PS3,2011,Simulation,bitComposer Games,0.1,0.06,0,0.03,0.19,Games Farm
270,Air Conflicts: Secret Wars,X360,2011,Simulation,bitComposer Games,0.06,0.02,0,0.01,0.08,Games Farm
271,Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0,0.02,0,0.01,0.03,Games Farm
272,Air Raid,2600,1981,Action,Men-A-Vision,0.72,0.04,0,0.01,0.77,
273,Air Traffic Chaos,DS,2007,Simulation,Ertain,0.05,0,0,0,0.05,Sonic Powered
274,Airblade,PS2,2001,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23,Criterion Games
275,Airborne Troops: Countdown to D-Day,PS2,2005,Shooter,Playlogic Game Factory,0.06,0.05,0,0.02,0.12,WideScreen Games
276,AirForce Delta Storm,XB,2001,Shooter,Konami Digital Entertainment,0.14,0.04,0,0.01,0.18,KCE Studios
277,AirForce Delta Storm,GBA,2002,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.02,Konami
278,AirForce Delta Strike,PS2,2004,Simulation,Konami Digital Entertainment,0.05,0.04,0,0.01,0.11,KCE Studios
279,Airline Tycoon,PC,2000,Simulation,Interplay,0,0.01,0,0,0.02,Spellbound
280,Airline Tycoon 2,PC,2011,Simulation,Kalypso Media,0,0.04,0,0.01,0.05,Kalypso
281,Airlock,2600,1981,Action,Data Age,0.36,0.02,0,0,0.39,
282,Airport Simulator,PC,2011,Simulation,Unknown,0,0.02,0,0,0.02,
283,Air-Sea Battle,2600,N/A,Shooter,Atari,0.91,0.06,0,0.01,0.98,
284,Airship Q,PSV,2015,Platform,Cygames,0,0,0.03,0,0.03,
285,Aiyoku no Eustia,PSV,2014,Misc,dramatic create,0,0,0.01,0,0.01,
286,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008,Adventure,Marvelous Interactive,0,0,0.06,0,0.06,
287,Akai Ito DS,DS,2008,Adventure,Alchemist,0,0,0.02,0,0.02,
288,Akai Katana Shin,X360,2011,Shooter,Cave,0.04,0,0.01,0,0.06,
289,Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,GN Software,0,0,0.03,0,0.03,
290,Akatsuki no Amaneka to Aoi Kyojin,PSP,2010,Strategy,CyberFront,0,0,0.01,0,0.01,
291,Akatsuki no Goei Trinity,PSP,2012,Adventure,5pb,0,0,0.01,0,0.01,
292,Akatsuki no Goei Trinity,PS3,2012,Adventure,5pb,0,0,0.01,0,0.01,
293,AKB1/149: Love Election,PSP,2012,Adventure,Namco Bandai Games,0,0,0.23,0,0.23,
294,AKB1/149: Love Election,PS3,2013,Adventure,Namco Bandai Games,0,0,0.08,0,0.08,
295,AKB1/149: Love Election,PSV,2012,Adventure,Namco Bandai Games,0,0,0.07,0,0.07,
296,AKB1/48: Idol to Guam de Koishitara...,PSP,2011,Misc,Namco Bandai Games,0,0,0.4,0,0.4,
297,AKB1/48: Idol to Guam de Koishitara...,X360,N/A,Misc,N/A,0,0,0.01,0,0.01,
298,AKB1/48: Idol to Koishitara...,PSP,2010,Misc,Namco Bandai Games,0,0,0.41,0,0.41,
299,AKB48+Me,3DS,2012,Action,Unknown,0,0,0.11,0,0.11,
300,Akiba's Trip,PSP,2011,Adventure,Acquire,0,0,0.14,0,0.14,
301,Akiba's Trip Plus,PSP,2012,Adventure,Acquire,0,0,0.08,0,0.08,
302,Akiba's Trip: Undead & Undressed,PSV,2013,Action,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.16,
303,Akiba's Trip: Undead & Undressed,PS4,2014,Action,Acquire,0.08,0,0.01,0.02,0.12,
304,Akiba's Trip: Undead & Undressed,PS3,2013,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11,
305,Akko ni Omakase! Brain Shock,DS,2006,Misc,Taito,0,0,0.04,0,0.04,
306,Akuji the Heartless,PS,1998,Platform,Eidos Interactive,0.07,0.04,0,0.01,0.12,
307,Aladdin Magic Racer,Wii,2011,Racing,Big Ben Interactive,0.01,0,0,0,0.01,"Bigben Interactive, Red Wagon Games"
308,Alan Wake,X360,2010,Action,Microsoft Game Studios,0.66,0.5,0.05,0.13,1.33,Remedy Entertainment
309,Alan Wake,PC,2012,Action,Nordic Games,0,0.06,0,0.01,0.06,Remedy Entertainment
310,Alex Rider: Stormbreaker,DS,N/A,Action,THQ,0.06,0,0,0,0.07,Altron
311,Alexi Lalas International Soccer,PS,1998,Sports,Take-Two Interactive,0.04,0.03,0,0,0.07,
312,Alfa Romeo Racing Italiano,PS2,2005,Racing,Black Bean Games,0.01,0.01,0,0,0.01,Milestone S.r.l
313,Alias,PS2,2004,Action,Acclaim Entertainment,0.05,0.04,0,0.01,0.11,Acclaim Studios Cheltenham
314,Alias,XB,2004,Action,Acclaim Entertainment,0.04,0.01,0,0,0.05,Acclaim Studios Cheltenham
315,Alia's Carnival! Sacrament,PSV,2015,Adventure,dramatic create,0,0,0.03,0,0.03,
316,Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,0.25,0.21,0,0.05,0.51,Etranges Libellules
317,Alice in Wonderland,DS,2010,Adventure,Disney Interactive Studios,0.25,0.17,0,0.04,0.47,Etranges Libellules
318,Alice: Madness Returns,PS3,2011,Adventure,Electronic Arts,0.22,0.24,0.04,0.08,0.58,Spicy Horse
319,Alice: Madness Returns,X360,2011,Adventure,Electronic Arts,0.27,0.14,0.04,0.04,0.5,Spicy Horse
320,Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,0,0.1,0,0.02,0.12,Spicy Horse
321,Alien,2600,1981,Action,20th Century Fox Video Games,0.74,0.04,0,0.01,0.79,
322,Alien Breed Trilogy,X360,2011,Shooter,Mastertronic,0,0.02,0,0,0.02,
323,Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0,0.01,0.1,The Behemoth
324,Alien Hominid,GC,2004,Shooter,O3 Entertainment,0.07,0.02,0,0,0.09,The Behemoth
325,Alien Monster Bowling League,Wii,2009,Sports,Destineer,0.09,0,0,0.01,0.09,Destineer
326,Alien Resurrection,PS,2000,Shooter,Fox Interactive,0.09,0.06,0,0.01,0.16,Argonaut Games
327,Alien Syndrome,PSP,2007,Role-Playing,Sega,0.07,0,0,0.01,0.08,Totally Games
328,Alien Syndrome,Wii,2007,Role-Playing,Sega,0.05,0,0,0,0.06,Totally Games
329,Alien Trilogy,PS,1996,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47,
330,Alien: Isolation,PS4,2014,Shooter,Sega,0.34,0.57,0.04,0.17,1.13,Creative Assembly
331,Alien: Isolation,XOne,2014,Shooter,Sega,0.22,0.24,0,0.04,0.51,Creative Assembly
332,Alien: Isolation,PS3,2014,Shooter,Sega,0.12,0.16,0,0.05,0.33,Creative Assembly
333,Alien: Isolation,X360,2014,Shooter,Sega,0.15,0.1,0,0.02,0.28,Creative Assembly
334,Alien: Isolation,PC,2014,Shooter,Sega,0,0.14,0,0.01,0.14,Creative Assembly
335,Alienators: Evolution Continues,GBA,2001,Action,Activision,0.03,0.01,0,0,0.03,Digital Eclipse
336,Aliens in the Attic,Wii,2009,Action,Playlogic Game Factory,0.07,0,0,0.01,0.08,Revistronic
337,Aliens in the Attic,DS,2009,Action,Playlogic Game Factory,0.05,0,0,0,0.05,Engine Software
338,Alien's Return,2600,1982,Action,ITT Family Games,0.32,0.02,0,0,0.34,
339,Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,0.09,0.07,0,0.02,0.19,Zono Inc.
340,Aliens versus Predator: Extinction,XB,2003,Strategy,Electronic Arts,0.06,0.02,0,0,0.08,Zono Inc.
341,Aliens vs Predator,X360,2010,Shooter,Sega,0.55,0.4,0,0.11,1.06,Rebellion
342,Aliens vs Predator,PS3,2010,Shooter,Sega,0.41,0.46,0,0.18,1.04,Rebellion
343,Aliens vs Predator,PC,2010,Shooter,Sega,0,0.17,0,0.02,0.19,Rebellion
344,Aliens vs Predator: Requiem,PSP,2007,Action,Vivendi Games,0.03,0.12,0,0.07,0.22,Rebellion
345,Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.34,0,0.07,0.77,Gearbox Software
346,Aliens: Colonial Marines,PS3,2013,Shooter,Sega,0.2,0.29,0,0.11,0.6,Gearbox Software
347,Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0,0.02,0.18,Gearbox Software
348,Aliens: Infestation,DS,2011,Action,Sega,0.09,0.05,0,0.02,0.16,"Gearbox Software, WayForward"
349,All Grown Up! Express Yourself,GBA,2004,Misc,THQ,0.13,0.05,0,0,0.18,
350,All Grown Up!: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.17,0.06,0,0,0.24,
351,All Japan Pro Wrestling featuring Virtua,SAT,1997,Fighting,Sega,0,0,0.15,0,0.15,
352,All Kamen Rider: Rider Generation,DS,2011,Action,Namco Bandai Games,0,0,0.12,0,0.12,
353,All Kamen Rider: Rider Generation 2,DS,2012,Action,Namco Bandai Games,0,0,0.1,0,0.1,
354,All Kamen Rider: Rider Generation 2,PSP,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06,
355,All Points Bulletin,PC,2010,Role-Playing,Electronic Arts,0,0.03,0,0.01,0.04,
356,All Star Cheer Squad,Wii,2008,Sports,THQ,0.43,0.29,0,0.08,0.79,Gorilla Games
357,All Star Cheer Squad,DS,2008,Sports,THQ,0.26,0,0,0.02,0.28,Gorilla Games
358,All Star Cheer Squad 2,Wii,2009,Sports,THQ,0.12,0,0,0.01,0.13,Gorilla Games
359,All Star Karate,Wii,2010,Action,THQ,0.13,0.07,0,0.02,0.22,THQ
360,All Star Pro-Wrestling,PS2,2000,Fighting,SquareSoft,0,0,0.2,0,0.2,
361,All Star Tennis 99,N64,1999,Sports,Ubisoft,0.04,0.01,0,0,0.05,
362,Alleyway,GB,1989,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94,
363,Allied General,PS,1996,Strategy,SSI,0.11,0.07,0,0.01,0.19,
364,All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive,0.24,0,0,0.02,0.26,Visual Concepts
365,All-Pro Football 2K8,PS3,2007,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,Visual Concepts
366,All-Star Baseball 2000,N64,1999,Sports,Acclaim Entertainment,0.36,0.03,0,0,0.39,
367,All-Star Baseball 2001,N64,2000,Sports,Acclaim Entertainment,0.22,0.01,0,0,0.23,
368,All-Star Baseball 2002,PS2,2001,Sports,Acclaim Entertainment,0.27,0.21,0,0.07,0.56,Acclaim Studios Austin
369,All-Star Baseball 2002,GC,2001,Sports,Acclaim Entertainment,0.17,0.04,0,0.01,0.22,Acclaim
370,All-Star Baseball 2003,PS2,2002,Sports,Acclaim Entertainment,0.38,0.29,0,0.1,0.77,Acclaim Studios Austin
371,All-Star Baseball 2003,XB,2002,Sports,Acclaim Entertainment,0.19,0.06,0,0.01,0.26,Acclaim
372,All-Star Baseball 2003,GC,2002,Sports,Acclaim Entertainment,0.12,0.03,0,0,0.15,Acclaim
373,All-Star Baseball 2003,GBA,2002,Sports,Acclaim Entertainment,0.11,0.04,0,0,0.15,Software Creations
374,All-Star Baseball 2004,PS2,2003,Sports,Acclaim Entertainment,0.21,0.16,0,0.05,0.42,Acclaim Studios Austin
375,All-Star Baseball 2004,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0,0.13,Acclaim
376,All-Star Baseball 2004,GC,2003,Sports,Acclaim Entertainment,0.06,0.02,0,0,0.08,Acclaim
377,All-Star Baseball 2004,GBA,2003,Sports,Acclaim Entertainment,0.05,0.02,0,0,0.07,
378,All-Star Baseball 2005,PS2,N/A,Sports,Unknown,0.16,0.12,0,0.04,0.32,Acclaim
379,All-Star Baseball 2005,XB,N/A,Sports,Unknown,0.11,0.03,0,0.01,0.15,Acclaim
380,All-Star Baseball 99,N64,1998,Sports,Acclaim Entertainment,0.44,0.04,0,0,0.48,
381,Alone in the Dark,X360,2008,Adventure,Atari,0.14,0.3,0,0.05,0.48,Eden Studios
382,Alone in the Dark,Wii,2008,Adventure,Atari,0.09,0.08,0,0.02,0.18,Hydravision
383,Alone in the Dark,PS2,2008,Adventure,Atari,0.03,0.02,0,0.01,0.06,Hydravision
384,Alone in the Dark,PC,2008,Adventure,Atari,0,0.01,0,0,0.01,Eden Studios
385,Alone in the Dark: Inferno,PS3,2008,Adventure,Atari,0.09,0.03,0,0.02,0.13,Eden Studios
386,Alone in the Dark: One-Eyed Jack's Revenge,PS,1996,Adventure,Infogrames,0.17,0.12,0,0.02,0.31,
387,Alone in the Dark: The New Nightmare,PS,N/A,Adventure,Infogrames,0.09,0.06,0,0.01,0.16,Darkworks
388,Alpha and Omega,DS,2010,Action,Unknown,0.06,0,0,0,0.07,Storm City Games
389,Alpha Protocol,PS3,2010,Role-Playing,Sega,0.19,0.17,0,0.07,0.43,Obsidian Entertainment
390,Alpha Protocol,X360,2010,Role-Playing,Sega,0.23,0.12,0,0.04,0.39,Obsidian Entertainment
391,Alpha Protocol,PC,2010,Role-Playing,Sega,0,0.03,0,0.01,0.03,Obsidian Entertainment
392,Alter Echo,PS2,2003,Shooter,THQ,0.06,0.05,0,0.02,0.13,Outrage Games
393,Alter Echo,XB,2003,Shooter,THQ,0.04,0.01,0,0,0.05,Outrage Games
394,Alter Ego,PC,1985,Simulation,Activision,0,0.03,0,0.01,0.03,"Viva Media, Viva Media, LLC"
395,Altered Beast: Guardian of the Realms,GBA,2002,Action,THQ,0.07,0.02,0,0,0.09,3d6 Games
396,Alundra,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01,0.23,Matrix Software
397,Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision,0.15,0.1,0,0.02,0.27,
398,Alvin and the Chipmunks,DS,2007,Misc,Brash Entertainment,0.12,0,0,0.01,0.14,Sensory Sweep
399,Alvin and the Chipmunks,PS2,2007,Misc,Brash Entertainment,0.04,0.03,0,0.01,0.07,Sensory Sweep
400,Alvin and the Chipmunks,Wii,2007,Misc,Eidos Interactive,0.05,0,0,0,0.05,Sensory Sweep
401,Alvin and the Chipmunks: Chipwrecked,DS,2011,Misc,505 Games,0.06,0.03,0,0.01,0.1,Behaviour Interactive
402,Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,505 Games,0.09,0.01,0,0.01,0.1,Behaviour Interactive
403,Alvin and the Chipmunks: Chipwrecked,Wii,2011,Misc,505 Games,0.07,0.01,0,0.01,0.09,Behaviour Interactive
404,Alvin and the Chipmunks: The Squeakquel,DS,2009,Misc,Majesco Entertainment,0.27,0,0,0.02,0.29,ImaginEngine
405,Alvin and the Chipmunks: The Squeakquel,Wii,2009,Misc,Majesco Entertainment,0.09,0,0,0.01,0.1,ImaginEngine
406,Amagami,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.15,0,0.15,
407,Amagami,PS2,2009,Adventure,Enterbrain,0,0,0.13,0,0.13,
408,Amagami,PSV,2014,Adventure,Kadokawa Games,0,0,0.04,0,0.04,
409,Amagoushi no Yakata,PS2,2007,Adventure,Nippon Ichi Software,0,0,0.02,0,0.02,
410,Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015,Adventure,Prototype,0,0,0.02,0,0.02,
411,Amazing Adventures: The Forgotten Ruins,DS,2008,Adventure,PopCap Games,0.13,0.08,0,0.02,0.24,Black Lantern Studios
412,Amazing Island,GC,2004,Strategy,Sega,0.04,0.01,0,0,0.06,Hitmaker
413,America Oudan Ultra-Quiz,SAT,1995,Misc,Victor Interactive,0,0,0.02,0,0.02,
414,American Bass Challenge,GBA,2001,Sports,Starfish,0.03,0.01,0,0,0.05,Starfish
415,American Chopper,PS2,2004,Racing,Zoo Digital Publishing,0.35,0.01,0,0.06,0.42,Creat Studios
416,American Chopper,XB,2004,Racing,Zoo Digital Publishing,0.11,0.03,0,0.01,0.15,Creat Studios
417,American Chopper 2: Full Throttle,PS2,2005,Racing,Zoo Digital Publishing,0.09,0.07,0,0.02,0.18,Creat Studios
418,American Chopper 2: Full Throttle,GC,2005,Racing,Activision,0.04,0.01,0,0,0.05,Creat Studios
419,American Chopper 2: Full Throttle,XB,2005,Racing,Zoo Digital Publishing,0.04,0.01,0,0,0.05,Creat Studios
420,American Girl: Julie Finds a Way,DS,2007,Adventure,THQ,0.1,0,0,0.01,0.1,Webfoot Technologies
421,American Girl: Kit Mystery Challenge!,DS,2008,Adventure,THQ,0.42,0,0,0.03,0.45,Webfoot Technologies
422,American Idol,PS2,2003,Misc,Codemasters,0.27,0.21,0,0.07,0.55,Hothouse Creations
423,American Idol,GBA,2003,Misc,Codemasters,0.15,0.06,0,0,0.22,Mobius Entertainment
424,America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft,0.19,0.05,0,0.01,0.25,Secret Level
425,America's Army: True Soldiers,X360,2007,Shooter,Ubisoft,0.08,0,0,0.01,0.08,Red Storm Entertainment
426,America's Next Top Model,DS,2008,Action,Eidos Interactive,0.1,0,0,0.01,0.1,Arts Software
427,America's Next Top Model,Wii,2010,Action,Crave Entertainment,0.07,0,0,0,0.07,Neopica
428,America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo,0.25,0,0,0.02,0.26,Indies Zero
429,AMF Bowling 2004,XB,2003,Sports,Mud Duck Productions,0.22,0.06,0,0.01,0.3,
430,AMF Bowling Pinbusters!,Wii,2007,Sports,Bethesda Softworks,0.84,0,0,0.07,0.91,
431,AMF Bowling Pinbusters!,DS,2008,Sports,Vir2L Studios,0.06,0,0,0,0.07,
432,AMF Bowling World Lanes,Wii,2008,Sports,Bethesda Softworks,0.33,0,0,0.03,0.35,Vir2L Studios
433,AMF Xtreme Bowling,PS2,2006,Sports,Mastertronic,0.01,0.01,0,0,0.02,"Atomic Planet Entertainment, Mud Duck Productions"
434,Amnesia,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,
435,Amnesia Crowd,PSP,2013,Misc,Idea Factory,0,0,0.05,0,0.05,
436,Amnesia Later,PSP,2012,Misc,Idea Factory,0,0,0.05,0,0.05,
437,Amnesia Later,PSV,2014,Misc,Idea Factory,0,0,0.01,0,0.01,
438,AMNESIA World,PSV,2014,Adventure,Idea Factory,0,0,0.03,0,0.03,
439,Amped 2,XB,2003,Sports,Microsoft Game Studios,0.2,0.04,0,0.01,0.25,Indie Built
440,Amped 3,X360,2005,Sports,Take-Two Interactive,0.13,0.02,0,0.01,0.16,2K Sports
441,Amped: Freestyle Snowboarding,XB,2001,Sports,Microsoft Game Studios,0.69,0.11,0,0.02,0.82,Indie Built
442,Amplitude,PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18,Harmonix Music Systems
443,An American Tail: Fievel's Gold Rush,GBA,2002,Platform,Conspiracy Entertainment,0.02,0.01,0,0,0.03,
444,Anarchy Reigns,PS3,2012,Action,Sega,0.1,0.03,0.06,0.02,0.2,PlatinumGames
445,Anarchy Reigns,X360,2012,Action,Sega,0.12,0.02,0.02,0.01,0.17,PlatinumGames
446,And1 Streetball,PS2,2006,Action,Ubisoft,0.13,0.1,0,0.03,0.27,
447,And1 Streetball,XB,2006,Action,Ubisoft,0.06,0.02,0,0,0.07,
448,Andretti Racing,PS,1996,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77,
449,Angel Blade: Neo Tokyo Guardians,PS,1997,Role-Playing,On Demand,0.12,0.08,0,0.01,0.21,
450,Angelique Duet,PS,1998,Strategy,Tecmo Koei,0,0,0.04,0,0.04,
451,Angelique Retour,PSV,2015,Action,Tecmo Koei,0,0,0.02,0,0.02,
452,Angelique Trois,PS2,2000,Adventure,Tecmo Koei,0,0,0.06,0,0.06,
453,Angelique: Maren no Rokukishi,PSP,2011,Adventure,Idea Factory,0,0,0.03,0,0.03,
454,Angler's Club: Ultimate Bass Fishing 3D,3DS,2011,Sports,D3Publisher,0,0.03,0,0,0.03,Tamsoft
455,Angry Birds,PC,2011,Puzzle,Focus Home Interactive,0,0.18,0,0.05,0.24,"Rovio Mobile, Rovio Entertainment"
456,Angry Birds Star Wars,3DS,2013,Strategy,Activision,0.15,0.15,0,0.03,0.34,Exient Entertainment
457,Angry Birds Star Wars,PS3,2013,Strategy,Activision,0.1,0.14,0,0.05,0.29,Exient Entertainment
458,Angry Birds Star Wars,X360,2013,Strategy,Activision,0.16,0.1,0,0.02,0.28,Exient Entertainment
459,Angry Birds Star Wars,Wii,2013,Strategy,Activision,0.15,0.09,0,0.02,0.26,Exient Entertainment
460,Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.1,0.08,0,0.04,0.21,Exient Entertainment
461,Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.11,0.04,0,0.02,0.16,Exient Entertainment
462,Angry Birds Star Wars,WiiU,2013,Strategy,Activision,0.05,0.04,0,0.01,0.1,Exient Entertainment
463,Angry Birds Star Wars,PSV,2013,Strategy,Activision,0.03,0.03,0,0.02,0.08,Exient Entertainment
464,Angry Birds Trilogy,3DS,2012,Action,Activision,0.38,0.2,0,0.05,0.63,Exient Entertainment
465,Angry Birds Trilogy,X360,2012,Action,Activision,0.18,0.05,0,0.02,0.26,"Rovio Mobile, Rovio Entertainment"
466,Angry Birds Trilogy,PS3,2012,Action,Activision,0.12,0.02,0,0.03,0.16,"Rovio Mobile, Rovio Entertainment"
467,Angry Birds: Rio,PC,2011,Puzzle,Focus Home Interactive,0,0.07,0,0.02,0.09,"Rovio Mobile, Rovio Entertainment"
468,Anima - Gate of Memories,PS4,2016,Action,Avanquest,0,0.02,0,0,0.02,"Edge Entertainment, Anima Project"
469,Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,Nintendo
470,Animal Crossing: Amiibo Festival,WiiU,2015,Misc,Nintendo,0.19,0.11,0.09,0.03,0.41,"Nintendo, Nd Cube"
471,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.82,1.12,1.32,0.36,4.62,Nintendo
472,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.51,1.02,1.4,0.12,3.05,Nintendo
473,Animal Crossing: New Leaf,3DS,2012,Simulation,Nintendo,2.03,2.36,4.39,0.39,9.16,Nintendo
474,Animal Crossing: Wild World,DS,2005,Simulation,Nintendo,2.5,3.45,5.33,0.86,12.13,Nintendo
475,Animal Genius,DS,2007,Puzzle,Ubisoft,0.1,0,0,0.01,0.11,Big Blue Bubble Inc.
476,Animal Kingdom: Wildlife Expedition,Wii,2009,Adventure,Natsume,0.07,0,0,0.01,0.07,Success
477,Animal Paradise,DS,2007,Simulation,Empire Interactive,0.09,0.14,0,0.02,0.25,Empire Interactive
478,Animal Planet: Emergency Vets,DS,2009,Simulation,Activision,0.08,0,0,0.01,0.08,SilverBirch Studios
479,Animal Planet: Vet Collection,DS,2010,Simulation,Activision,0.05,0,0,0,0.05,Activision
480,Animal Planet: Vet Life,DS,2009,Simulation,Activision,0.1,0,0,0.01,0.11,Activision
481,Animal Planet: Vet Life,Wii,2009,Simulation,Activision,0.08,0,0,0.01,0.09,"Activision, Activision Blizzard"
482,Animaniacs Ten Pin Alley,PS,1998,Sports,ASC Games,0.36,0.25,0,0.04,0.66,
483,Animaniacs: The Great Edgar Hunt,GC,2005,Platform,Ignition Entertainment,0.02,0.01,0,0,0.03,Warthog
484,AniMates!,DS,2007,Simulation,Lexicon Entertainment,0.02,0,0,0,0.03,Dreamcatcher
485,Animorphs: Shattered Reality,PS,2000,Action,Infogrames,0.03,0.02,0,0,0.06,SingleTrac
486,Anno 1701: Dawn of Discovery,DS,2007,Simulation,Touchstone,0.07,0.05,0,0.01,0.13,Sunflowers Interactive
487,Anno 2070,PC,2011,Strategy,Ubisoft,0,1.13,0,0.29,1.43,"Blue Byte, Related Designs"
488,Anno 2205,PC,2015,Strategy,Ubisoft,0.02,0.22,0,0.02,0.25,Blue Byte
489,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,5pb,0,0,0.02,0,0.02,
490,Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0,0.03,0.03,0,0.06,Cing
491,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016,Action,Namco Bandai Games,0,0,0.06,0,0.06,
492,Ant Nation,DS,2009,Simulation,Konami Digital Entertainment,0.06,0.01,0,0.01,0.07,Kouyousha
493,Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,2009,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,
494,Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.02,0.02,0,0.01,0.04,Empire Interactive
495,Antz Extreme Racing,XB,2002,Racing,Empire Interactive,0.01,0,0,0,0.02,Supersonic Software
496,Anubis II,Wii,2007,Platform,Metro 3D,0.06,0,0,0,0.07,Data Design Interactive
497,Ao no Exorcist: Genkoku no Labyrinth,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,
498,Ao no Kanata no Four Rhythm,PSV,2016,Adventure,Unknown,0,0,0.03,0,0.03,
499,Aoishiro,PS2,2008,Adventure,Success,0,0,0.02,0,0.02,
